Repo_name,Organization Name,Language Name,Totally stars,Forks,Since Stars,Time Range,Date Time
sanoid,jimsalterjrs,Perl,3419,330,15,this week,2025-07-09
centreon-plugins,centreon,Perl,321,288,0,this week,2025-07-09
trinityrnaseq,trinityrnaseq,Perl,863,319,1,this week,2025-07-09
perl5,Perl,Perl,2133,585,5,this week,2025-07-09
FlameGraph,brendangregg,Perl,18452,2035,40,this week,2025-07-09
packetfence,inverse-inc,Perl,1505,304,7,this week,2025-07-09
lcov,linux-test-project,Perl,1010,249,4,this week,2025-07-09
prokka,tseemann,Perl,912,234,2,this week,2025-07-09
glpi-agent,glpi-project,Perl,308,81,3,this week,2025-07-09
TrimGalore,FelixKrueger,Perl,513,154,1,this week,2025-07-09
fusioninventory-agent,fusioninventory,Perl,261,127,0,this week,2025-07-09
MySQLTuner-perl,major,Perl,9244,1297,6,this week,2025-07-09
zap2xml,jef,Perl,73,24,1,this week,2025-07-09
openkore,OpenKore,Perl,1376,1150,38,this month,2025-07-09
FlameGraph,brendangregg,Perl,18452,2035,184,this month,2025-07-09
cloc,AlDanial,Perl,21267,1069,273,this month,2025-07-09
a-shell,holzschu,Perl,3091,133,55,this month,2025-07-09
glpi-agent,glpi-project,Perl,308,81,8,this month,2025-07-09
dejavu-fonts,dejavu-fonts,Perl,813,107,7,this month,2025-07-09
xmltv,Catch-up-TV-and-More,Perl,30,12,0,this month,2025-07-09
centreon-plugins,centreon,Perl,321,288,3,this month,2025-07-09
pgbadger,darold,Perl,3762,360,26,this month,2025-07-09
Znuny,znuny,Perl,482,101,11,this month,2025-07-09
diff-so-fancy,so-fancy,Perl,17697,335,61,this month,2025-07-09
ModSecurity-nginx,owasp-modsecurity,Perl,1709,295,25,this month,2025-07-09
ddclient,ddclient,Perl,2939,363,64,this month,2025-07-09
zm-build,Zimbra,Perl,208,91,4,this month,2025-07-09
fusioninventory-agent,fusioninventory,Perl,261,127,1,this month,2025-07-09
ora2pg,darold,Perl,1114,359,8,this month,2025-07-09
openfortivpn,adrienverge,Perl,2976,340,35,this month,2025-07-09
.dotfiles,ThePrimeagen,Perl,3331,315,32,this month,2025-07-09
perl5,Perl,Perl,2133,585,22,this month,2025-07-09
anoma,anoma,Elixir,30956,3902,200,today,2025-07-09
analytics,plausible,Elixir,22846,1240,14,today,2025-07-09
phoenix_live_view,phoenixframework,Elixir,6536,991,3,today,2025-07-09
teslamate,teslamate-org,Elixir,6848,831,6,today,2025-07-09
ash,ash-project,Elixir,1972,291,7,today,2025-07-09
elixir-ls,elixir-lsp,Elixir,1633,217,3,today,2025-07-09
elixir_sense,elixir-lsp,Elixir,319,41,0,today,2025-07-09
sequin,sequinstream,Elixir,1431,67,5,today,2025-07-09
ecto,elixir-ecto,Elixir,6334,1458,0,today,2025-07-09
blockscout,blockscout,Elixir,4050,2751,1,today,2025-07-09
awesome-elixir,h4cc,Elixir,12921,1188,1,today,2025-07-09
elixir,elixir-lang,Elixir,25447,3439,1,today,2025-07-09
phoenix,phoenixframework,Elixir,22247,2984,1,today,2025-07-09
algora,algora-io,Elixir,478,30,5,today,2025-07-09
electric,electric-sql,Elixir,8702,240,5,today,2025-07-09
anoma,anoma,Elixir,30956,3902,1238,this week,2025-07-09
elixir,elixir-lang,Elixir,25447,3439,31,this week,2025-07-09
phoenix_live_view,phoenixframework,Elixir,6536,991,14,this week,2025-07-09
awesome-elixir,h4cc,Elixir,12921,1188,10,this week,2025-07-09
paginator,duffelhq,Elixir,798,98,1,this week,2025-07-09
ash,ash-project,Elixir,1972,291,21,this week,2025-07-09
electric,electric-sql,Elixir,8702,240,31,this week,2025-07-09
timex,bitwalker,Elixir,1787,395,2,this week,2025-07-09
opentelemetry-erlang-contrib,open-telemetry,Elixir,183,143,1,this week,2025-07-09
sequin,sequinstream,Elixir,1431,67,23,this week,2025-07-09
teslamate,teslamate-org,Elixir,6848,831,20,this week,2025-07-09
algora,algora-io,Elixir,478,30,24,this week,2025-07-09
keila,pentacent,Elixir,1732,109,11,this week,2025-07-09
blockscout,blockscout,Elixir,4050,2751,9,this week,2025-07-09
phoenix,phoenixframework,Elixir,22247,2984,21,this week,2025-07-09
langchain,brainlid,Elixir,928,129,6,this week,2025-07-09
pinchflat,kieraneglin,Elixir,3309,78,30,this week,2025-07-09
realtime,supabase,Elixir,7181,371,14,this week,2025-07-09
supavisor,supabase,Elixir,1965,74,9,this week,2025-07-09
analytics,plausible,Elixir,22846,1240,59,this week,2025-07-09
anoma,anoma,Elixir,30956,3902,1923,this month,2025-07-09
phoenix,phoenixframework,Elixir,22247,2984,128,this month,2025-07-09
realtime,supabase,Elixir,7181,371,57,this month,2025-07-09
ecto,elixir-ecto,Elixir,6334,1458,28,this month,2025-07-09
pinchflat,kieraneglin,Elixir,3309,78,127,this month,2025-07-09
elixir,elixir-lang,Elixir,25447,3439,181,this month,2025-07-09
phoenix_live_view,phoenixframework,Elixir,6536,991,40,this month,2025-07-09
electric,electric-sql,Elixir,8702,240,171,this month,2025-07-09
hermes-mcp,cloudwalk,Elixir,230,15,59,this month,2025-07-09
ash,ash-project,Elixir,1972,291,69,this month,2025-07-09
analytics,plausible,Elixir,22846,1240,247,this month,2025-07-09
paginator,duffelhq,Elixir,798,98,6,this month,2025-07-09
blockscout,OffchainLabs,Elixir,47,24,1,this month,2025-07-09
langchain,brainlid,Elixir,928,129,33,this month,2025-07-09
timex,bitwalker,Elixir,1787,395,11,this month,2025-07-09
awesome-elixir,h4cc,Elixir,12921,1188,37,this month,2025-07-09
blockscout,blockscout,Elixir,4050,2751,50,this month,2025-07-09
ex_crypto,ntrepid8,Elixir,156,51,0,this month,2025-07-09
protobuf,elixir-protobuf,Elixir,880,151,10,this month,2025-07-09
firezone,firezone,Elixir,7380,324,93,this month,2025-07-09
pandoc,jgm,Haskell,38267,3573,12,today,2025-07-09
hadolint,hadolint,Haskell,11324,457,3,today,2025-07-09
postgrest,PostgREST,Haskell,25485,1104,3,today,2025-07-09
shellcheck,koalaman,Haskell,37665,1831,5,today,2025-07-09
agda,agda,Haskell,2669,378,0,today,2025-07-09
cabal,haskell,Haskell,1676,714,1,today,2025-07-09
shellcheck,koalaman,Haskell,37665,1831,37,this week,2025-07-09
cabal,haskell,Haskell,1676,714,2,this week,2025-07-09
cardano-node,IntersectMBO,Haskell,3133,732,1,this week,2025-07-09
nix-output-monitor,maralorn,Haskell,1167,33,13,this week,2025-07-09
postgrest,PostgREST,Haskell,25485,1104,29,this week,2025-07-09
unison,unisonweb,Haskell,6092,277,14,this week,2025-07-09
pandoc,jgm,Haskell,38267,3573,106,this week,2025-07-09
hadolint,hadolint,Haskell,11324,457,20,this week,2025-07-09
simplexmq,simplex-chat,Haskell,633,79,6,this week,2025-07-09
haskell-language-server,haskell,Haskell,2813,398,5,this week,2025-07-09
shellcheck,koalaman,Haskell,37665,1831,165,this month,2025-07-09
Tidal,tidalcycles,Haskell,2731,274,168,this month,2025-07-09
pandoc,jgm,Haskell,38267,3573,465,this month,2025-07-09
cardano-node,IntersectMBO,Haskell,3133,732,6,this month,2025-07-09
postgrest,PostgREST,Haskell,25485,1104,128,this month,2025-07-09
unison,unisonweb,Haskell,6092,277,51,this month,2025-07-09
agda,agda,Haskell,2669,378,22,this month,2025-07-09
zsh-git-prompt,olivierverdier,Haskell,1741,398,2,this month,2025-07-09
simplexmq,simplex-chat,Haskell,633,79,16,this month,2025-07-09
haskell-language-server,haskell,Haskell,2813,398,14,this month,2025-07-09
stack,commercialhaskell,Haskell,4017,846,8,this month,2025-07-09
hadolint,hadolint,Haskell,11324,457,125,this month,2025-07-09
hledger,simonmichael,Haskell,3319,331,33,this month,2025-07-09
julia,JuliaLang,Julia,47316,5604,7,today,2025-07-09
Makie.jl,MakieOrg,Julia,2572,349,1,today,2025-07-09
General,JuliaRegistries,Julia,642,495,0,today,2025-07-09
julia,JuliaLang,Julia,47316,5604,50,this week,2025-07-09
General,JuliaRegistries,Julia,642,495,2,this week,2025-07-09
julia,JuliaLang,Julia,47316,5604,203,this month,2025-07-09
General,JuliaRegistries,Julia,642,495,8,this month,2025-07-09
